Employee,EmployeeAbsenceTransaction.Date,TransactionType,Hours,Available Hours at end of Year,Available Hours Per Employee,
200013,1/8/2022,21,3.6924,1011.6936,1011.6936,
200013,1/22/2022,21,3.6924,1011.6936,,
200013,2/5/2022,21,3.6924,1011.6936,,
200013,2/19/2022,21,3.6924,1011.6936,,
200013,3/5/2022,21,3.6924,1011.6936,,
200013,3/19/2022,21,3.6924,1011.6936,,
200013,4/2/2022,21,3.6924,1011.6936,,
200013,4/16/2022,21,3.6924,1011.6936,,
200013,4/30/2022,21,3.6924,1011.6936,,
200013,5/14/2022,21,3.6924,1011.6936,,
200013,5/28/2022,21,3.6924,1011.6936,,
200013,6/11/2022,21,3.6924,1011.6936,,
200013,6/25/2022,21,3.6924,1011.6936,,
200013,7/9/2022,21,3.6924,1011.6936,,
200013,7/23/2022,21,3.6924,1011.6936,,
200013,8/6/2022,21,3.6924,1011.6936,,
200013,8/20/2022,21,3.6924,1011.6936,,
200013,9/3/2022,21,3.6924,1011.6936,,
200013,9/17/2022,21,3.6924,1011.6936,,
200013,10/1/2022,21,3.6924,1011.6936,,
200013,10/15/2022,21,3.6924,1011.6936,,
200013,10/29/2022,21,3.6924,1011.6936,,
200013,11/12/2022,21,3.6924,1011.6936,,
200013,11/26/2022,21,3.6924,1011.6936,,
200013,12/10/2022,21,3.6924,1011.6936,,
200013,12/24/2022,21,3.6924,1011.6936,,
200089,1/8/2022,21,3.6924,1011.6936,1011.6936,
200089,1/22/2022,21,3.6924,1011.6936,,
200089,2/5/2022,21,3.6924,1011.6936,,
200089,2/19/2022,21,3.6924,1011.6936,,
200089,3/5/2022,21,3.6924,1011.6936,,
200089,3/19/2022,21,3.6924,1011.6936,,
200089,4/2/2022,21,3.6924,1011.6936,,
200089,4/16/2022,21,3.6924,1011.6936,,
200089,4/30/2022,21,3.6924,1011.6936,,
200089,5/14/2022,21,3.6924,1011.6936,,
200089,5/28/2022,21,3.6924,1011.6936,,
200089,6/11/2022,21,3.6924,1011.6936,,
200089,6/25/2022,21,3.6924,1011.6936,,
200089,7/9/2022,21,3.6924,1011.6936,,
200089,7/23/2022,21,3.6924,1011.6936,,
200089,8/6/2022,21,3.6924,1011.6936,,
200089,8/20/2022,21,3.6924,1011.6936,,
200089,9/3/2022,21,3.6924,1011.6936,,
200089,9/17/2022,21,3.6924,1011.6936,,
200089,10/1/2022,21,3.6924,1011.6936,,
200089,10/15/2022,21,3.6924,1011.6936,,
200089,10/29/2022,21,3.6924,1011.6936,,
200089,11/12/2022,21,3.6924,1011.6936,,
200089,11/26/2022,21,3.6924,1011.6936,,
200089,12/10/2022,21,3.6924,1011.6936,,
200089,12/24/2022,21,3.6924,1011.6936,,
200100,1/3/2022,61,-8,170.032988,170.032988,
200100,1/3/2022,61,-8,170.032988,,
200100,1/8/2022,21,3.6924,170.032988,,
200100,1/22/2022,21,3.6924,170.032988,,
200100,2/5/2022,21,3.6924,170.032988,,
200100,2/17/2022,61,-2,170.032988,,
200100,2/17/2022,61,-2,170.032988,,
200100,2/19/2022,21,3.6924,170.032988,,
200100,3/5/2022,21,3.6924,170.032988,,
200100,3/19/2022,21,3.6924,170.032988,,
200100,3/31/2022,61,-1,170.032988,,
200100,3/31/2022,61,-1,170.032988,,
200100,4/2/2022,21,3.6924,170.032988,,
200100,4/13/2022,61,-8,170.032988,,
200100,4/13/2022,61,-8,170.032988,,
200100,4/16/2022,21,3.6924,170.032988,,
200100,4/28/2022,61,-4,170.032988,,
200100,4/28/2022,61,-4,170.032988,,
200100,4/30/2022,21,3.6924,170.032988,,
200100,5/11/2022,61,-1,170.032988,,
200100,5/11/2022,61,-1,170.032988,,
200100,5/14/2022,21,3.6924,170.032988,,
200100,5/28/2022,21,3.6924,170.032988,,
200100,6/10/2022,61,-1,170.032988,,
200100,6/10/2022,61,-1,170.032988,,
200100,6/11/2022,21,3.6924,170.032988,,
200100,6/25/2022,21,3.6924,170.032988,,
200100,7/9/2022,21,3.6924,170.032988,,
200100,7/12/2022,61,-3,170.032988,,
200100,7/12/2022,61,-3,170.032988,,
200100,7/23/2022,21,3.6924,170.032988,,
200100,7/27/2022,61,-8,170.032988,,
200100,7/27/2022,61,-8,170.032988,,
200100,8/6/2022,21,3.6924,170.032988,,
200100,8/20/2022,21,3.6924,170.032988,,
200100,9/1/2022,61,-8,170.032988,,
200100,9/1/2022,61,-8,170.032988,,
200100,9/2/2022,61,-8,170.032988,,
200100,9/2/2022,61,-8,170.032988,,
200100,9/3/2022,21,3.6924,170.032988,,
200100,9/17/2022,21,3.6924,170.032988,,
200100,9/29/2022,61,-2,170.032988,,
200100,9/29/2022,61,-2,170.032988,,
200100,10/1/2022,21,3.6924,170.032988,,
200100,10/13/2022,61,-2,170.032988,,
200100,10/13/2022,61,-2,170.032988,,
200100,10/15/2022,21,3.6924,170.032988,,
200100,10/20/2022,61,-2,170.032988,,
200100,10/20/2022,61,-2,170.032988,,
200100,10/28/2022,61,-8,170.032988,,
200100,10/28/2022,61,-8,170.032988,,
200100,10/29/2022,21,3.6924,170.032988,,
200100,11/12/2022,21,3.6924,170.032988,,
200100,11/26/2022,21,3.6924,170.032988,,
200100,12/2/2022,61,-8,170.032988,,
200100,12/2/2022,61,-8,170.032988,,
200100,12/5/2022,61,-7,170.032988,,
200100,12/5/2022,61,-7,170.032988,,
200100,12/6/2022,61,-8,170.032988,,
200100,12/6/2022,61,-8,170.032988,,
200100,12/10/2022,21,3.6924,170.032988,,
200100,12/24/2022,21,3.6924,170.032988,,
200727,1/8/2022,21,3.6924,998.1936,998.1936,
200727,1/22/2022,21,3.6924,998.1936,,
200727,2/5/2022,21,3.6924,998.1936,,
200727,2/19/2022,21,3.6924,998.1936,,
200727,3/5/2022,21,3.6924,998.1936,,
200727,3/19/2022,21,3.6924,998.1936,,
200727,4/2/2022,21,3.6924,998.1936,,
200727,4/16/2022,21,3.6924,998.1936,,
200727,4/30/2022,21,3.6924,998.1936,,
200727,5/14/2022,21,3.6924,998.1936,,
200727,5/28/2022,21,3.6924,998.1936,,
200727,6/11/2022,21,3.6924,998.1936,,
200727,6/25/2022,21,3.6924,998.1936,,
200727,7/9/2022,21,3.6924,998.1936,,
200727,7/23/2022,21,3.6924,998.1936,,
200727,8/6/2022,21,3.6924,998.1936,,
200727,8/20/2022,21,3.6924,998.1936,,
200727,9/3/2022,21,3.6924,998.1936,,
200727,9/17/2022,21,3.6924,998.1936,,
200727,10/1/2022,21,3.6924,998.1936,,
200727,10/15/2022,21,3.6924,998.1936,,
200727,10/29/2022,21,3.6924,998.1936,,
200727,11/12/2022,21,3.6924,998.1936,,
200727,11/26/2022,21,3.6924,998.1936,,
200727,12/10/2022,21,3.6924,998.1936,,
200727,12/24/2022,21,3.6924,998.1936,,
200897,1/8/2022,21,3.6924,616.818,616.818,
200897,1/22/2022,21,3.6924,616.818,,
200897,2/5/2022,21,3.6924,616.818,,
200897,2/19/2022,21,3.6924,616.818,,
200897,3/5/2022,21,3.6924,616.818,,
200897,3/19/2022,21,3.6924,616.818,,
200897,4/2/2022,21,3.6924,616.818,,
200897,4/16/2022,21,3.6924,616.818,,
200897,4/30/2022,21,3.6924,616.818,,
200897,5/14/2022,21,3.6924,616.818,,
200897,5/28/2022,21,3.6924,616.818,,
200897,6/11/2022,21,3.6924,616.818,,
200897,6/25/2022,21,3.6924,616.818,,
200897,7/9/2022,21,3.6924,616.818,,
200897,7/23/2022,21,3.6924,616.818,,
200897,8/6/2022,21,3.6924,616.818,,
200897,8/20/2022,21,3.6924,616.818,,
200897,9/3/2022,21,3.6924,616.818,,
200897,9/17/2022,21,3.6924,616.818,,
200897,10/1/2022,21,3.6924,616.818,,
200897,10/15/2022,21,3.6924,616.818,,
200897,10/29/2022,21,3.6924,616.818,,
200897,11/12/2022,21,3.6924,616.818,,
200897,11/26/2022,21,3.6924,616.818,,
200897,12/10/2022,21,3.6924,616.818,,
200897,12/24/2022,21,3.6924,616.818,,
201481,1/7/2022,61,-2.5,85.6528,85.6528,
201481,1/7/2022,61,-2.5,85.6528,,
201481,1/8/2022,21,3.6924,85.6528,,
201481,1/22/2022,21,3.6924,85.6528,,
201481,2/5/2022,21,3.6924,85.6528,,
201481,2/19/2022,21,3.6924,85.6528,,
201481,3/2/2022,61,-2.5,85.6528,,
201481,3/2/2022,61,-2.5,85.6528,,
201481,3/3/2022,61,-8,85.6528,,
201481,3/3/2022,61,-8,85.6528,,
201481,3/5/2022,21,3.6924,85.6528,,
201481,3/19/2022,21,3.6924,85.6528,,
201481,4/2/2022,21,3.6924,85.6528,,
201481,4/8/2022,61,-8,85.6528,,
201481,4/8/2022,61,-8,85.6528,,
201481,4/16/2022,21,3.6924,85.6528,,
201481,4/30/2022,21,3.6924,85.6528,,
201481,5/12/2022,61,-8,85.6528,,
201481,5/12/2022,61,-8,85.6528,,
201481,5/14/2022,21,3.6924,85.6528,,
201481,5/27/2022,61,-3.5,85.6528,,
201481,5/27/2022,61,-3.5,85.6528,,
201481,5/28/2022,21,3.6924,85.6528,,
201481,6/11/2022,21,3.6924,85.6528,,
201481,6/25/2022,21,3.6924,85.6528,,
201481,7/9/2022,21,3.6924,85.6528,,
201481,7/23/2022,21,3.6924,85.6528,,
201481,8/1/2022,61,-8,85.6528,,
201481,8/1/2022,61,-8,85.6528,,
201481,8/2/2022,61,-8,85.6528,,
201481,8/2/2022,61,-8,85.6528,,
201481,8/6/2022,21,3.6924,85.6528,,
201481,8/20/2022,21,3.6924,85.6528,,
201481,9/3/2022,21,3.6924,85.6528,,
201481,9/17/2022,21,3.6924,85.6528,,
201481,10/1/2022,21,3.6924,85.6528,,
201481,10/4/2022,61,-8,85.6528,,
201481,10/4/2022,61,-8,85.6528,,
201481,10/5/2022,61,-8,85.6528,,
201481,10/5/2022,61,-8,85.6528,,
201481,10/6/2022,61,-5,85.6528,,
201481,10/6/2022,61,-5,85.6528,,
201481,10/11/2022,61,-8,85.6528,,
201481,10/11/2022,61,-8,85.6528,,
201481,10/12/2022,61,-8,85.6528,,
201481,10/12/2022,61,-8,85.6528,,
201481,10/13/2022,61,-8,85.6528,,
201481,10/13/2022,61,-8,85.6528,,
201481,10/14/2022,61,-8,85.6528,,
201481,10/14/2022,61,-8,85.6528,,
201481,10/15/2022,21,3.6924,85.6528,,
201481,10/29/2022,21,3.6924,85.6528,,
201481,11/2/2022,61,-3,85.6528,,
201481,11/2/2022,61,-3,85.6528,,
201481,11/12/2022,21,3.6924,85.6528,,
201481,11/26/2022,21,3.6924,85.6528,,
201481,12/10/2022,21,3.6924,85.6528,,
201481,12/12/2022,61,-3,85.6528,,
201481,12/12/2022,61,-3,85.6528,,
201481,12/13/2022,61,-8,85.6528,,
201481,12/13/2022,61,-8,85.6528,,
201481,12/14/2022,61,-8,85.6528,,
201481,12/14/2022,61,-8,85.6528,,
201481,12/24/2022,21,3.6924,85.6528,,
201926,1/8/2022,21,3.6924,842.7008,842.7008,
201926,1/22/2022,21,3.6924,842.7008,,
201926,2/5/2022,21,3.6924,842.7008,,
201926,2/19/2022,21,3.6924,842.7008,,
201926,3/5/2022,21,3.6924,842.7008,,
201926,3/19/2022,21,3.6924,842.7008,,
201926,4/2/2022,21,3.6924,842.7008,,
201926,4/16/2022,21,3.6924,842.7008,,
201926,4/30/2022,21,3.6924,842.7008,,
201926,5/9/2022,61,-8,842.7008,,
201926,5/9/2022,61,-8,842.7008,,
201926,5/14/2022,21,3.6924,842.7008,,
201926,5/28/2022,21,3.6924,842.7008,,
201926,6/11/2022,21,3.6924,842.7008,,
201926,6/25/2022,21,3.6924,842.7008,,
201926,7/9/2022,21,3.6924,842.7008,,
201926,7/23/2022,21,3.6924,842.7008,,
201926,8/6/2022,21,3.6924,842.7008,,
201926,8/20/2022,21,3.6924,842.7008,,
201926,8/24/2022,61,-3,842.7008,,
201926,8/24/2022,61,-3,842.7008,,
201926,9/3/2022,21,3.6924,842.7008,,
201926,9/17/2022,21,3.6924,842.7008,,
201926,10/1/2022,21,3.6924,842.7008,,
201926,10/5/2022,61,-8,842.7008,,
201926,10/5/2022,61,-8,842.7008,,
201926,10/15/2022,21,3.6924,842.7008,,
201926,10/29/2022,21,3.6924,842.7008,,
201926,11/12/2022,21,3.6924,842.7008,,
201926,11/26/2022,21,3.6924,842.7008,,
201926,12/10/2022,21,3.6924,842.7008,,
201926,12/24/2022,21,3.6924,842.7008,,
202486,1/5/2022,61,-8,357.9444,357.9444,
202486,1/5/2022,61,-8,357.9444,,
202486,1/8/2022,21,3.6924,357.9444,,
202486,1/22/2022,21,3.6924,357.9444,,
202486,2/5/2022,21,3.6924,357.9444,,
202486,2/19/2022,21,3.6924,357.9444,,
202486,3/5/2022,21,3.6924,357.9444,,
202486,3/19/2022,21,3.6924,357.9444,,
202486,4/2/2022,21,3.6924,357.9444,,
202486,4/6/2022,61,-8,357.9444,,
202486,4/6/2022,61,-8,357.9444,,
202486,4/16/2022,21,3.6924,357.9444,,
202486,4/27/2022,61,-8,357.9444,,
202486,4/27/2022,61,-8,357.9444,,
202486,4/30/2022,21,3.6924,357.9444,,
202486,5/14/2022,21,3.6924,357.9444,,
202486,5/28/2022,21,3.6924,357.9444,,
202486,6/11/2022,21,3.6924,357.9444,,
202486,6/24/2022,61,-8,357.9444,,
202486,6/24/2022,61,-8,357.9444,,
202486,6/25/2022,21,3.6924,357.9444,,
202486,7/9/2022,21,3.6924,357.9444,,
202486,7/23/2022,21,3.6924,357.9444,,
202486,8/6/2022,21,3.6924,357.9444,,
202486,8/20/2022,21,3.6924,357.9444,,
202486,8/24/2022,61,-5,357.9444,,
202486,8/24/2022,61,-5,357.9444,,
202486,9/3/2022,21,3.6924,357.9444,,
202486,9/7/2022,61,-3,357.9444,,
202486,9/7/2022,61,-3,357.9444,,
202486,9/8/2022,61,-8,357.9444,,
202486,9/8/2022,61,-8,357.9444,,
202486,9/9/2022,61,-2.5,357.9444,,
202486,9/9/2022,61,-2.5,357.9444,,
202486,9/12/2022,61,-8,357.9444,,
202486,9/12/2022,61,-8,357.9444,,
202486,9/13/2022,61,-8,357.9444,,
202486,9/13/2022,61,-8,357.9444,,
202486,9/13/2022,61,8,357.9444,,
202486,9/13/2022,61,8,357.9444,,
202486,9/17/2022,21,3.6924,357.9444,,
202486,10/1/2022,21,3.6924,357.9444,,
202486,10/14/2022,61,-8,357.9444,,
202486,10/14/2022,61,-8,357.9444,,
202486,10/15/2022,21,3.6924,357.9444,,
202486,10/17/2022,61,-8,357.9444,,
202486,10/17/2022,61,-8,357.9444,,
202486,10/18/2022,61,-8,357.9444,,
202486,10/18/2022,61,-8,357.9444,,
202486,10/19/2022,61,-8,357.9444,,
202486,10/19/2022,61,-8,357.9444,,
202486,10/20/2022,61,-8,357.9444,,
202486,10/20/2022,61,-8,357.9444,,
202486,10/21/2022,61,-8,357.9444,,
202486,10/21/2022,61,-8,357.9444,,
202486,10/24/2022,61,-8,357.9444,,
202486,10/24/2022,61,-8,357.9444,,
202486,10/25/2022,61,-8,357.9444,,
202486,10/25/2022,61,-8,357.9444,,
202486,10/26/2022,61,-8,357.9444,,
202486,10/26/2022,61,-8,357.9444,,
202486,10/27/2022,61,-8,357.9444,,
202486,10/27/2022,61,-8,357.9444,,
202486,10/28/2022,61,-8,357.9444,,
202486,10/28/2022,61,-8,357.9444,,
202486,10/29/2022,21,3.6924,357.9444,,
202486,10/31/2022,61,-8,357.9444,,
202486,10/31/2022,61,-8,357.9444,,
202486,11/1/2022,61,-8,357.9444,,
202486,11/1/2022,61,-8,357.9444,,
202486,11/1/2022,61,8,357.9444,,
202486,11/1/2022,61,8,357.9444,,
202486,11/2/2022,61,-8,357.9444,,
202486,11/2/2022,61,-8,357.9444,,
202486,11/2/2022,61,8,357.9444,,
202486,11/2/2022,61,8,357.9444,,
202486,11/3/2022,61,-8,357.9444,,
202486,11/3/2022,61,-8,357.9444,,
202486,11/3/2022,61,8,357.9444,,
202486,11/3/2022,61,8,357.9444,,
202486,11/4/2022,61,-8,357.9444,,
202486,11/4/2022,61,-8,357.9444,,
202486,11/12/2022,21,3.6924,357.9444,,
202486,11/26/2022,21,3.6924,357.9444,,
202486,12/10/2022,21,3.6924,357.9444,,
202486,12/24/2022,21,3.6924,357.9444,,
202579,1/4/2022,61,-1.75,981.9436,981.9436,
202579,1/4/2022,61,-1.75,981.9436,,
202579,1/8/2022,21,3.6924,981.9436,,
202579,1/22/2022,21,3.6924,981.9436,,
202579,2/5/2022,21,3.6924,981.9436,,
202579,2/19/2022,21,3.6924,981.9436,,
202579,3/5/2022,21,3.6924,981.9436,,
202579,3/9/2022,61,-0.5,981.9436,,
202579,3/9/2022,61,-0.5,981.9436,,
202579,3/19/2022,21,3.6924,981.9436,,
202579,4/2/2022,21,3.6924,981.9436,,
202579,4/7/2022,61,-1,981.9436,,
202579,4/7/2022,61,-1,981.9436,,
202579,4/12/2022,61,-1,981.9436,,
202579,4/12/2022,61,-1,981.9436,,
202579,4/16/2022,21,3.6924,981.9436,,
202579,4/30/2022,21,3.6924,981.9436,,
202579,5/14/2022,21,3.6924,981.9436,,
202579,5/17/2022,61,-1,981.9436,,
202579,5/17/2022,61,-1,981.9436,,
202579,5/18/2022,61,-0.75,981.9436,,
202579,5/18/2022,61,-0.75,981.9436,,
202579,5/28/2022,21,3.6924,981.9436,,
202579,6/11/2022,21,3.6924,981.9436,,
202579,6/25/2022,21,3.6924,981.9436,,
202579,6/28/2022,61,-1.5,981.9436,,
202579,6/28/2022,61,-1.5,981.9436,,
202579,6/29/2022,61,-1.25,981.9436,,
202579,6/29/2022,61,-1.25,981.9436,,
202579,7/6/2022,61,-1.25,981.9436,,
202579,7/6/2022,61,-1.25,981.9436,,
202579,7/9/2022,21,3.6924,981.9436,,
202579,7/23/2022,21,3.6924,981.9436,,
202579,7/27/2022,61,-1.75,981.9436,,
202579,7/27/2022,61,-1.75,981.9436,,
202579,8/6/2022,21,3.6924,981.9436,,
202579,8/8/2022,61,-1.75,981.9436,,
202579,8/8/2022,61,-1.75,981.9436,,
202579,8/18/2022,61,-8,981.9436,,
202579,8/18/2022,61,-8,981.9436,,
202579,8/19/2022,61,-8,981.9436,,
202579,8/19/2022,61,-8,981.9436,,
202579,8/20/2022,21,3.6924,981.9436,,
202579,8/29/2022,61,-2,981.9436,,
202579,8/29/2022,61,-2,981.9436,,
202579,8/31/2022,61,-1,981.9436,,
202579,8/31/2022,61,-1,981.9436,,
202579,9/3/2022,21,3.6924,981.9436,,
202579,9/17/2022,21,3.6924,981.9436,,
202579,10/1/2022,21,3.6924,981.9436,,
202579,10/15/2022,21,3.6924,981.9436,,
202579,10/29/2022,21,3.6924,981.9436,,
202579,11/12/2022,21,3.6924,981.9436,,
202579,11/18/2022,61,-1.5,981.9436,,
202579,11/18/2022,61,-1.5,981.9436,,
202579,11/26/2022,21,3.6924,981.9436,,
202579,12/10/2022,21,3.6924,981.9436,,
202579,12/24/2022,21,3.6924,981.9436,,
202585,1/4/2022,61,-10,924.8956,924.8956,
202585,1/4/2022,61,-10,924.8956,,
202585,1/8/2022,21,3.6924,924.8956,,
202585,1/18/2022,61,-11,924.8956,,
202585,1/18/2022,61,-11,924.8956,,
202585,1/19/2022,61,-11,924.8956,,
202585,1/19/2022,61,-11,924.8956,,
202585,1/20/2022,61,-10,924.8956,,
202585,1/20/2022,61,-10,924.8956,,
202585,1/22/2022,21,3.6924,924.8956,,
202585,1/24/2022,61,-10,924.8956,,
202585,1/24/2022,61,-10,924.8956,,
202585,1/26/2022,61,-10,924.8956,,
202585,1/26/2022,61,-10,924.8956,,
202585,1/31/2022,61,-10,924.8956,,
202585,1/31/2022,61,-10,924.8956,,
202585,2/5/2022,21,3.6924,924.8956,,
202585,2/16/2022,61,-10,924.8956,,
202585,2/16/2022,61,-10,924.8956,,
202585,2/19/2022,21,3.6924,924.8956,,
202585,3/1/2022,61,-10,924.8956,,
202585,3/1/2022,61,-10,924.8956,,
202585,3/5/2022,21,3.6924,924.8956,,
202585,3/19/2022,21,3.6924,924.8956,,
202585,4/2/2022,21,3.6924,924.8956,,
202585,4/16/2022,21,3.6924,924.8956,,
202585,4/30/2022,21,3.6924,924.8956,,
202585,5/14/2022,21,3.6924,924.8956,,
202585,5/28/2022,21,3.6924,924.8956,,
202585,6/1/2022,61,-10,924.8956,,
202585,6/1/2022,61,-10,924.8956,,
202585,6/2/2022,61,-10,924.8956,,
202585,6/2/2022,61,-10,924.8956,,
202585,6/11/2022,21,3.6924,924.8956,,
202585,6/25/2022,21,3.6924,924.8956,,
202585,7/9/2022,21,3.6924,924.8956,,
202585,7/18/2022,61,-10,924.8956,,
202585,7/18/2022,61,-10,924.8956,,
202585,7/23/2022,21,3.6924,924.8956,,
202585,7/28/2022,61,-10,924.8956,,
202585,7/28/2022,61,-10,924.8956,,
202585,8/6/2022,21,3.6924,924.8956,,
202585,8/20/2022,21,3.6924,924.8956,,
202585,9/3/2022,21,3.6924,924.8956,,
202585,9/12/2022,61,-10,924.8956,,
202585,9/12/2022,61,-10,924.8956,,
202585,9/13/2022,61,-10,924.8956,,
202585,9/13/2022,61,-10,924.8956,,
202585,9/17/2022,21,3.6924,924.8956,,
202585,10/1/2022,21,3.6924,924.8956,,
202585,10/15/2022,21,3.6924,924.8956,,
202585,10/29/2022,21,3.6924,924.8956,,
202585,11/12/2022,21,3.6924,924.8956,,
202585,11/26/2022,21,3.6924,924.8956,,
202585,12/10/2022,21,3.6924,924.8956,,
202585,12/24/2022,21,3.6924,924.8956,,
203894,1/8/2022,21,3.6924,894.3536,894.3536,
203894,1/22/2022,21,3.6924,894.3536,,
203894,1/26/2022,61,-7,894.3536,,
203894,1/26/2022,61,-7,894.3536,,
203894,2/5/2022,21,3.6924,894.3536,,
203894,2/19/2022,21,3.6924,894.3536,,
203894,3/5/2022,21,3.6924,894.3536,,
203894,3/19/2022,21,3.6924,894.3536,,
203894,4/2/2022,21,3.6924,894.3536,,
203894,4/16/2022,21,3.6924,894.3536,,
203894,4/30/2022,21,3.6924,894.3536,,
203894,5/14/2022,21,3.6924,894.3536,,
203894,5/28/2022,21,3.6924,894.3536,,
203894,6/11/2022,21,3.6924,894.3536,,
203894,6/23/2022,61,-10,894.3536,,
203894,6/23/2022,61,-10,894.3536,,
203894,6/24/2022,61,-10,894.3536,,
203894,6/24/2022,61,-10,894.3536,,
203894,6/25/2022,21,3.6924,894.3536,,
203894,7/9/2022,21,3.6924,894.3536,,
203894,7/23/2022,21,3.6924,894.3536,,
203894,8/6/2022,21,3.6924,894.3536,,
203894,8/20/2022,21,3.6924,894.3536,,
203894,8/29/2022,61,-10,894.3536,,
203894,8/29/2022,61,-10,894.3536,,
203894,8/30/2022,61,-10,894.3536,,
203894,8/30/2022,61,-10,894.3536,,
203894,9/3/2022,21,3.6924,894.3536,,
203894,9/17/2022,21,3.6924,894.3536,,
203894,10/1/2022,21,3.6924,894.3536,,
203894,10/15/2022,21,3.6924,894.3536,,
203894,10/29/2022,21,3.6924,894.3536,,
203894,11/12/2022,21,3.6924,894.3536,,
203894,11/26/2022,21,3.6924,894.3536,,
203894,11/29/2022,61,-10,894.3536,,
203894,11/29/2022,61,-10,894.3536,,
203894,12/10/2022,21,3.6924,894.3536,,
203894,12/24/2022,21,3.6924,894.3536,,
204033,1/8/2022,21,3.6924,391.08236,391.08236,
204033,1/22/2022,21,3.6924,391.08236,,
204033,2/5/2022,21,3.6924,391.08236,,
204033,2/16/2022,61,-6.5,391.08236,,
204033,2/16/2022,61,-6.5,391.08236,,
204033,2/19/2022,21,3.6924,391.08236,,
204033,3/5/2022,21,3.6924,391.08236,,
204033,3/9/2022,61,-4,391.08236,,
204033,3/9/2022,61,-4,391.08236,,
204033,3/19/2022,21,3.6924,391.08236,,
204033,4/2/2022,21,3.6924,391.08236,,
204033,4/5/2022,61,-4,391.08236,,
204033,4/5/2022,61,-4,391.08236,,
204033,4/16/2022,21,3.6924,391.08236,,
204033,4/30/2022,21,3.6924,391.08236,,
204033,5/14/2022,21,3.6924,391.08236,,
204033,5/16/2022,61,-8,391.08236,,
204033,5/16/2022,61,-8,391.08236,,
204033,5/28/2022,21,3.6924,391.08236,,
204033,6/11/2022,21,3.6924,391.08236,,
204033,6/25/2022,21,3.6924,391.08236,,
204033,7/9/2022,21,3.6924,391.08236,,
204033,7/23/2022,21,3.6924,391.08236,,
204033,8/2/2022,61,-8,391.08236,,
204033,8/2/2022,61,-8,391.08236,,
204033,8/6/2022,21,3.6924,391.08236,,
204033,8/20/2022,21,3.6924,391.08236,,
204033,9/3/2022,21,3.6924,391.08236,,
204033,9/9/2022,61,-4,391.08236,,
204033,9/9/2022,61,-4,391.08236,,
204033,9/17/2022,21,3.6924,391.08236,,
204033,9/30/2022,61,-4,391.08236,,
204033,9/30/2022,61,-4,391.08236,,
204033,10/1/2022,21,3.6924,391.08236,,
204033,10/15/2022,21,3.6924,391.08236,,
204033,10/29/2022,21,3.6924,391.08236,,
204033,11/12/2022,21,3.6924,391.08236,,
204033,11/26/2022,21,3.6924,391.08236,,
204033,12/6/2022,61,-8,391.08236,,
204033,12/6/2022,61,-8,391.08236,,
204033,12/10/2022,21,3.6924,391.08236,,
204033,12/24/2022,21,3.6924,391.08236,,
204810,1/8/2022,21,3.6924,611.89688,611.89688,
204810,1/22/2022,21,3.6924,611.89688,,
204810,2/5/2022,21,3.6924,611.89688,,
204810,2/17/2022,61,-2,611.89688,,
204810,2/17/2022,61,-2,611.89688,,
204810,2/19/2022,21,3.6924,611.89688,,
204810,3/5/2022,21,3.6924,611.89688,,
204810,3/19/2022,21,3.6924,611.89688,,
204810,4/2/2022,21,3.6924,611.89688,,
204810,4/16/2022,21,3.6924,611.89688,,
204810,4/18/2022,61,-8,611.89688,,
204810,4/18/2022,61,-8,611.89688,,
204810,4/18/2022,61,8,611.89688,,
204810,4/18/2022,61,8,611.89688,,
204810,4/29/2022,61,-8,611.89688,,
204810,4/29/2022,61,-8,611.89688,,
204810,4/30/2022,21,3.6924,611.89688,,
204810,5/12/2022,61,-8,611.89688,,
204810,5/12/2022,61,-8,611.89688,,
204810,5/13/2022,61,-8,611.89688,,
204810,5/13/2022,61,-8,611.89688,,
204810,5/14/2022,21,3.6924,611.89688,,
204810,5/16/2022,61,-8,611.89688,,
204810,5/16/2022,61,-8,611.89688,,
204810,5/16/2022,61,8,611.89688,,
204810,5/16/2022,61,8,611.89688,,
204810,5/16/2022,61,-8,611.89688,,
204810,5/16/2022,61,-8,611.89688,,
204810,5/19/2022,61,-8,611.89688,,
204810,5/19/2022,61,-8,611.89688,,
204810,5/28/2022,21,3.6924,611.89688,,
204810,6/11/2022,21,3.6924,611.89688,,
204810,6/20/2022,61,-8,611.89688,,
204810,6/20/2022,61,-8,611.89688,,
204810,6/25/2022,21,3.6924,611.89688,,
204810,7/9/2022,21,3.6924,611.89688,,
204810,7/19/2022,61,-6,611.89688,,
204810,7/19/2022,61,-6,611.89688,,
204810,7/20/2022,61,-8,611.89688,,
204810,7/20/2022,61,-8,611.89688,,
204810,7/23/2022,21,3.6924,611.89688,,
204810,8/6/2022,21,3.6924,611.89688,,
204810,8/20/2022,21,3.6924,611.89688,,
204810,9/3/2022,21,3.6924,611.89688,,
204810,9/8/2022,61,-8,611.89688,,
204810,9/8/2022,61,-8,611.89688,,
204810,9/9/2022,61,-8,611.89688,,
204810,9/9/2022,61,-8,611.89688,,
204810,9/17/2022,21,3.6924,611.89688,,
204810,9/27/2022,61,-8,611.89688,,
204810,9/27/2022,61,-8,611.89688,,
204810,10/1/2022,21,3.6924,611.89688,,
204810,10/15/2022,21,3.6924,611.89688,,
204810,10/24/2022,61,-1,611.89688,,
204810,10/24/2022,61,-1,611.89688,,
