Employee,EmployeeAbsenceTransaction.Date,TransactionType,Hours,Available Hours at end of Year,Available Hours Per Employee,
212251,5/25/2024,21,3.6924,801.9308,,
212253,5/25/2024,21,3.6924,675.1808,,
212255,5/25/2024,21,3.6924,211.4884,,
212256,5/25/2024,21,3.6924,548.185955,,
212258,5/25/2024,21,3.6924,424.9884,,
212259,5/25/2024,21,3.6924,941.562,,
212262,5/25/2024,21,3.6924,204.4884,,
212263,5/25/2024,21,3.6924,375.67676,,
212266,5/25/2024,21,3.6924,922.42676,,
212267,5/25/2024,21,3.6924,971.1036,,
212268,5/25/2024,21,3.6924,744.5644,,
212273,5/25/2024,21,3.6924,467.9112,,
212275,5/25/2024,21,3.6924,868.4112,,
212294,5/25/2024,21,3.6924,63.906541,,
212295,5/25/2024,21,3.6924,324.465079,,
212298,5/25/2024,21,3.6924,930.5068,,
212299,5/25/2024,21,3.6924,981.38756,,
212301,5/25/2024,21,3.6924,313.0644,,
212308,5/25/2024,21,3.6924,181.1772,,
212309,5/25/2024,21,3.6924,226.6236,,
212310,5/25/2024,21,3.6924,126.946396,,
212311,5/25/2024,21,3.6924,466.5952,,
212312,5/25/2024,21,3.6924,329.372,,
212313,5/25/2024,21,3.6924,268.132245,,
212315,5/25/2024,21,3.6924,371.542,,
212316,5/25/2024,21,3.6924,151.5464,,
212324,5/25/2024,21,3.6924,967.99498,,
212326,5/25/2024,21,3.6924,86.8077,,
212329,5/25/2024,21,3.6924,37.9296,,
212330,5/25/2024,21,3.6924,512.6796,,
212332,5/25/2024,21,3.6924,787.4872,,
212334,5/25/2024,21,3.6924,884.4872,,
212335,5/25/2024,21,3.6924,850.4872,,
212341,5/25/2024,21,3.6924,379.2948,,
212347,5/25/2024,21,3.6924,373.06736,,
212352,5/25/2024,21,3.6924,690.23316,,
212354,5/25/2024,21,3.6924,1018.73316,,
212368,5/25/2024,21,3.6924,1008.0252,,
212369,5/25/2024,21,3.6924,86.78268,,
212372,5/25/2024,21,3.6924,714.948,,
212374,5/25/2024,21,3.6924,442.88636,,
212375,5/25/2024,21,3.6924,434.9984,,
212382,5/25/2024,21,3.6924,247.69682,,
212383,5/25/2024,21,3.6924,476.1784,,
212384,5/25/2024,21,3.6924,659.539935,,
212386,5/25/2024,21,3.6924,299.986,,
212388,5/25/2024,21,3.6924,547.947438,,
212389,5/25/2024,21,3.6924,715.1012,,
212391,5/25/2024,21,3.6924,624.9088,,
212399,5/25/2024,21,3.6924,455.8892,,
212400,5/25/2024,21,3.6924,829.6392,,
212403,5/25/2024,21,3.6924,535.77756,,
212404,5/25/2024,21,3.6924,287.60755,,
212406,5/25/2024,21,3.6924,226.161053,,
212417,5/25/2024,21,3.6924,157.3392,,
212418,5/25/2024,21,3.6924,26.211226,,
212420,5/25/2024,21,3.6924,179.7336,,
212421,5/25/2024,21,3.6924,541.723168,,
212422,5/25/2024,21,3.6924,29.673749,,
212423,5/25/2024,21,3.6924,163.4552,,
212426,5/25/2024,21,3.6924,21.1772,,
212430,5/25/2024,21,3.6924,534.1772,,
212432,5/25/2024,21,3.6924,161.440379,,
212434,5/25/2024,21,3.6924,90.6772,,
212436,5/25/2024,21,3.6924,672.9848,,
212437,5/25/2024,21,3.6924,366.9848,,
212438,5/25/2024,21,3.6924,897.4848,,
212439,5/25/2024,21,3.6924,47.848,,
212441,5/25/2024,21,3.6924,106.03716,,
212444,5/25/2024,21,3.6924,74.3576,,
212446,5/25/2024,21,3.6924,50.067292,,
212449,5/25/2024,21,3.6924,104.8672,,
212452,5/25/2024,21,3.6924,314.2348,,
212454,5/25/2024,21,3.6924,8.74848,,
212455,5/25/2024,21,3.6924,334.42696,,
212459,5/25/2024,21,3.6924,129.05257,,
212462,5/25/2024,21,3.6924,442.2524,,
212463,5/25/2024,21,3.6924,500.101621,,
212466,5/25/2024,21,3.6924,339.7124,,
212467,5/25/2024,21,3.6924,888.7924,,
212470,5/25/2024,21,3.6924,922.499985,,
212473,5/25/2024,21,3.6924,75.48076,,
212475,5/25/2024,21,3.6924,173.2352,,
212477,5/25/2024,21,3.6924,922.73076,,
212479,5/25/2024,21,3.6924,7.389323,,
212482,5/25/2024,21,3.6924,239.23076,,
212484,5/25/2024,21,3.6924,894.9076,,
212485,5/25/2024,21,3.6924,293.4076,,
212486,5/25/2024,21,3.6924,162.4656,,
212487,5/25/2024,21,3.6924,423.483038,,
212489,5/25/2024,21,3.6924,79.520586,,
212493,5/25/2024,21,3.6924,891.7152,,
212494,5/25/2024,21,3.6924,754.7152,,
212495,5/25/2024,21,3.6924,283.7152,,
212497,5/25/2024,21,3.6924,147.5228,,
212498,5/25/2024,21,3.6924,379.33116,,
212499,5/25/2024,21,3.6924,327.5228,,
212500,5/25/2024,21,3.6924,562.0228,,
212503,5/25/2024,21,3.6924,472.5228,,
212505,5/25/2024,21,3.6924,326.0804,,
212508,5/25/2024,21,3.6924,83.44076,,
212509,5/25/2024,21,3.6924,852.8304,,
212510,5/25/2024,21,3.6924,425.349972,,
212511,5/25/2024,21,3.6924,9.518091,,
212514,5/25/2024,21,3.6924,864.638,,
212515,5/25/2024,21,3.6924,96.138,,
212516,5/25/2024,21,3.6924,188.638,,
212519,5/25/2024,21,3.6924,103.9456,,
212530,5/25/2024,21,3.6924,3.695456,,
212531,5/25/2024,21,3.6924,780.6956,,
212534,5/25/2024,21,3.6924,176.2532,,
212535,5/25/2024,21,3.6924,8.859432,,
212537,5/25/2024,21,3.6924,725.7532,,
212538,5/25/2024,21,3.6924,412.0032,,
212540,5/25/2024,21,3.6924,176.5608,,
212544,5/25/2024,21,3.6924,676.5608,,
212549,5/25/2024,21,3.6924,421.86821,,
212550,5/25/2024,21,3.6924,310.73,,
212555,5/25/2024,21,3.6924,334.684,,
212556,5/25/2024,21,3.6924,284.176,,
212557,5/25/2024,21,3.6924,626.176,,
212558,5/25/2024,21,3.6924,176.2336,,
212559,5/25/2024,21,3.6924,604.4836,,
212560,5/25/2024,21,3.6924,3.9112,,
212561,5/25/2024,21,3.6924,169.856475,,
212566,5/25/2024,21,3.6924,80.3188,,
212569,5/25/2024,21,3.6924,10.101744,,
212571,5/25/2024,21,3.6924,575.0216,,
212574,5/25/2024,21,3.6924,326.0216,,
212575,5/25/2024,21,3.6924,33.398273,,
212577,5/25/2024,21,3.6924,140.7716,,
212580,5/25/2024,21,3.6924,160.95996,,
212581,5/25/2024,21,3.6924,205.3292,,
212584,5/25/2024,21,3.6924,94.0792,,
212587,5/25/2024,21,3.6924,830.57516,,
212588,5/25/2024,21,3.6924,319.57516,,
212592,5/25/2024,21,3.6924,845.5596,,
212594,5/25/2024,21,3.6924,18.5596,,
212595,5/25/2024,21,3.6924,155.204589,,
212599,5/25/2024,21,3.6924,665.3672,,
212600,5/25/2024,21,3.6924,95.8672,,
212604,5/25/2024,21,3.6924,54.7432,,
212605,5/25/2024,21,3.6924,716.942,,
212610,5/25/2024,21,3.6924,228.7008,,
212612,5/25/2024,21,3.6924,288.9248,,
212614,5/25/2024,21,3.6924,97.1748,,
212616,5/25/2024,21,3.6924,522.4824,,
212617,5/25/2024,21,3.6924,216.341496,,
212619,5/25/2024,21,3.6924,461.3324,,
212621,5/25/2024,21,3.6924,572.2324,,
212623,5/25/2024,21,3.6924,15.62192,,
212629,5/25/2024,21,3.6924,422.2891,,
212630,5/25/2024,21,3.6924,640.79,,
212633,5/25/2024,21,3.6924,392.79,,
212634,5/25/2024,21,3.6924,482.29,,
212635,5/25/2024,21,3.6924,44.29,,
212637,5/25/2024,21,3.6924,676.5976,,
212641,5/25/2024,21,3.6924,127.1745,,
212642,5/25/2024,21,3.6924,236.5976,,
212647,5/25/2024,21,3.6924,825.80526,,
212649,5/25/2024,21,3.6924,456.6676,,
212650,5/25/2024,21,3.6924,473.4812,,
212653,5/25/2024,21,3.6924,88.0192,,
212656,5/25/2024,21,3.6924,65.3486,,
212658,5/25/2024,21,3.6924,286.1552,,
212665,5/25/2024,21,3.6924,533.361379,,
212666,5/25/2024,21,3.6924,52.90116,,
212668,5/25/2024,21,3.6924,124.9288,,
212671,5/25/2024,21,3.6924,715.521776,,
212672,5/25/2024,21,3.6924,598.328,,
212674,5/25/2024,21,3.6924,44.828,,
212675,5/25/2024,21,3.6924,116.828,,
212676,5/25/2024,21,3.6924,249.328,,
212679,5/25/2024,21,3.6924,706.1356,,
212681,5/25/2024,21,3.6924,686.1356,,
212683,5/25/2024,21,3.6924,804.9432,,
212684,5/25/2024,21,3.6924,736.9432,,
212689,5/25/2024,21,3.6924,158.7508,,
212690,5/25/2024,21,3.6924,577.2508,,
212693,5/25/2024,21,3.6924,521.4004,,
212696,5/25/2024,21,3.6924,414.5584,,
212697,5/25/2024,21,3.6924,303.3648,,
212699,5/25/2024,21,3.6924,234.17,,
212700,5/25/2024,21,3.6924,677.5584,,
212704,5/25/2024,21,3.6924,61.316,,
212705,5/25/2024,21,3.6924,256.632,,
212706,5/25/2024,21,3.6924,209.150523,,
212707,5/25/2024,21,3.6924,45.651905,,
212709,5/25/2024,21,3.6924,3.895805,,
212710,5/25/2024,21,3.6924,19.506831,,
212711,5/25/2024,21,3.6924,91.80436,,
212713,5/25/2024,21,3.6924,650.032373,,
212714,5/25/2024,21,3.6924,599.9812,,
212718,5/25/2024,21,3.6924,544.4812,,
212722,5/25/2024,21,3.6924,422.4812,,
212723,5/25/2024,21,3.6924,215.4812,,
212724,5/25/2024,21,3.6924,154.217746,,
212725,5/25/2024,21,3.6924,37.4812,,
212726,5/25/2024,21,3.6924,770.7888,,
212727,5/25/2024,21,3.6924,476.5548,,
212728,5/25/2024,21,3.6924,246.5388,,
212729,5/25/2024,21,3.6924,352.7888,,
212731,5/25/2024,21,3.6924,732.7888,,
212732,5/25/2024,21,3.6924,185.361032,,
212733,5/25/2024,21,3.6924,265.5964,,
212735,5/25/2024,21,3.6924,705.0964,,
212736,5/25/2024,21,3.6924,779.0964,,
212740,5/25/2024,21,3.6924,615.0964,,
212741,5/25/2024,21,3.6924,775.404,,
212742,5/25/2024,21,3.6924,356.53476,,
212744,5/25/2024,21,3.6924,430.654,,
212745,5/25/2024,21,3.6924,6.154,,
212747,5/25/2024,21,3.6924,125.7116,,
212751,5/25/2024,21,3.6924,497.7116,,
212752,5/25/2024,21,3.6924,604.2116,,
212753,5/25/2024,21,3.6924,598.7116,,
212754,5/25/2024,21,3.6924,491.161555,,
212759,5/25/2024,21,3.6924,573.95756,,
212760,5/25/2024,21,3.6924,738.23449,,
212761,5/25/2024,21,3.6924,660.3268,,
212764,5/25/2024,21,3.6924,456.45756,,
212765,5/25/2024,21,3.6924,127.56048,,
212768,5/25/2024,21,3.6924,514.246,,
212769,5/25/2024,21,3.6924,482.6344,,
212770,5/25/2024,21,3.6924,437.246,,
212772,5/25/2024,21,3.6924,416.942,,
212775,5/25/2024,21,3.6924,670.442,,
212786,5/25/2024,21,3.6924,218.907125,,
212787,5/25/2024,21,3.6924,137.0572,,
212788,5/25/2024,21,3.6924,217.3648,,
212792,5/25/2024,21,3.6924,727.8648,,
212793,5/25/2024,21,3.6924,255.45516,,
212799,5/25/2024,21,3.6924,231.7864,,
212806,5/25/2024,21,3.6924,620.48,,
212807,5/25/2024,21,3.6924,113.784,,
212809,5/25/2024,21,3.6924,425.04792,,
212815,5/25/2024,21,3.6924,87.48,,
212818,5/25/2024,21,3.6924,195.5952,,
212819,5/25/2024,21,3.6924,530.072123,,
212821,5/25/2024,21,3.6924,541.7876,,
212822,5/25/2024,21,3.6924,572.2876,,
212823,5/25/2024,21,3.6924,163.863032,,
212832,5/25/2024,21,3.6924,513.3452,,
212833,5/25/2024,21,3.6924,424.0552,,
212837,5/25/2024,21,3.6924,67.158,,
212838,5/25/2024,21,3.6924,38.48748,,
212841,5/25/2024,21,3.6924,2.899658,,
212842,5/25/2024,21,3.6924,251.0904,,
212846,5/25/2024,21,3.6924,501.518169,,
212849,5/25/2024,21,3.6924,474.9797,,
212851,5/25/2024,21,3.6924,500.9028,,
212853,5/25/2024,21,3.6924,293.694184,,
212854,5/25/2024,21,3.6924,565.9028,,
212855,5/25/2024,21,3.6924,57.386568,,
212857,5/25/2024,21,3.6924,411.1332,,
212858,5/25/2024,21,3.6924,652.6332,,
212860,5/25/2024,21,3.6924,244.132,,
212869,5/25/2024,21,3.6924,320.7104,,
212870,5/25/2024,21,3.6924,343.556,,
212873,5/25/2024,21,3.6924,683.518,,
212874,5/25/2024,21,3.6924,492.018,,
212877,5/25/2024,21,3.6924,105.379423,,
212880,5/25/2024,21,3.6924,624.018,,
212881,5/25/2024,21,3.6924,6.598326,,
212884,5/25/2024,21,3.6924,363.3256,,
212887,5/25/2024,21,3.6924,443.594825,,
212897,5/25/2024,21,3.6924,53.5168,,
212900,5/25/2024,21,3.6924,80.208,,
212902,5/25/2024,21,3.6924,80.7484,,
212910,5/25/2024,21,3.6924,397.556,,
212911,5/25/2024,21,3.6924,204.556,,
212913,5/25/2024,21,3.6924,676.556,,
212914,5/25/2024,21,3.6924,221.1329,,
212915,5/25/2024,21,3.6924,400.556,,
212919,5/25/2024,21,3.6924,148.0316,,
212923,5/25/2024,21,3.6924,132.1712,,
212925,5/25/2024,21,3.6924,618.1712,,
212928,5/25/2024,21,3.6924,670.9788,,
212932,5/25/2024,21,3.6924,616.64756,,
212933,5/25/2024,21,3.6924,355.3232,,
212934,5/25/2024,21,3.6924,62.7708,62.7708,
212935,5/25/2024,21,3.6924,534.784,,
212938,5/25/2024,21,3.6924,271.1264,,
212939,5/25/2024,21,3.6924,401.7864,,
212947,5/25/2024,21,3.6924,198.295337,,
212958,5/25/2024,21,3.6924,363.255337,,
212960,5/25/2024,21,3.6924,498.4016,,
212966,5/25/2024,21,3.6924,414.64756,,
212968,5/25/2024,21,3.6924,4.43364,,
212970,5/25/2024,21,3.6924,441.20516,,
212971,5/25/2024,21,3.6924,84.95516,,
212974,5/25/2024,21,3.6924,626.45516,,
212980,5/25/2024,21,3.6924,511.632,,
212983,5/25/2024,21,3.6924,243.6896,,
212984,5/25/2024,21,3.6924,79.9396,,
212985,5/25/2024,21,3.6924,402.4396,,
212986,5/25/2024,21,3.6924,418.9396,,
212987,5/25/2024,21,3.6924,76.9396,,
212991,5/25/2024,21,3.6924,53.7472,,
212992,5/25/2024,21,3.6924,71.9972,,
212993,5/25/2024,21,3.6924,332.15489,,
212994,5/25/2024,21,3.6924,41.3872,,
212997,5/25/2024,21,3.6924,653.5548,,
212999,5/25/2024,21,0.507705,3.69418,,
213000,5/25/2024,21,3.6924,342.3624,,
213001,5/25/2024,21,3.6924,36.931926,,
213002,5/25/2024,21,3.6924,48.54824,,
213003,5/25/2024,21,3.6924,30.912044,,
213004,5/25/2024,21,3.6924,246.7024,,
213005,5/25/2024,21,3.6924,10.253906,,
213008,5/25/2024,21,3.6924,182.6124,,
213009,5/25/2024,21,3.6924,163.8624,,
213014,5/25/2024,21,3.6924,358.8624,,
213015,5/25/2024,21,3.6924,3.69761,,
213016,5/25/2024,21,3.6924,378.6124,,
213020,5/25/2024,21,3.6924,223.2924,,
213022,5/25/2024,21,3.6924,414.8624,,
213024,5/25/2024,21,3.6924,26.17,,
213025,5/25/2024,21,3.6924,612.67,,
213031,5/25/2024,21,3.6924,305.2221,,
213035,5/25/2024,21,3.6924,278.7282,,
213037,5/25/2024,21,3.6924,113.1652,,
213039,5/25/2024,21,3.6924,222.4728,,
213040,5/25/2024,21,3.6924,579.9776,,
213041,5/25/2024,21,3.6924,213.05,,
213044,5/25/2024,21,3.6924,144.7276,,
213045,5/25/2024,21,3.6924,298.6776,,
213047,5/25/2024,21,3.6924,430.4764,,
213049,5/25/2024,21,3.6924,457.8576,,
213050,5/25/2024,21,3.6924,104.7068,,
213051,5/25/2024,21,3.6924,343.4776,,
213054,5/25/2024,21,3.6924,638.7852,,
213055,5/25/2024,21,3.6924,638.7852,,
213058,5/25/2024,21,3.6924,574.7852,,
213059,5/25/2024,21,3.6924,64.0352,,
213064,5/25/2024,21,3.6924,183.5928,,
213069,5/25/2024,21,3.6924,12.287002,,
213070,5/25/2024,21,3.6924,414.3208,,
213072,5/25/2024,21,3.6924,373.00049,,
213073,5/25/2024,21,3.6924,105.5928,,
213075,5/25/2024,21,3.6924,616.2128,,
213076,5/25/2024,21,3.6924,355.5928,,
213077,5/25/2024,21,3.6924,110.1568,,
213078,5/25/2024,21,3.6924,89.922,,
213080,5/25/2024,21,3.6924,396.6504,,
213081,5/25/2024,21,3.6924,11.4004,,
213082,5/25/2024,21,3.6924,29.4004,,
213085,5/25/2024,21,3.6924,265.9004,,
213087,5/25/2024,21,3.6924,471.1504,,
213088,5/25/2024,21,3.6924,71.1504,,
213089,5/25/2024,21,3.6924,385.377323,,
213091,5/25/2024,21,3.6924,511.708,,
213092,5/25/2024,21,3.6924,344.935972,,
213094,5/25/2024,21,3.6924,545.708,,
213095,5/25/2024,21,3.6924,44.708,,
213099,5/25/2024,21,3.6924,228.39992,,
213100,5/25/2024,21,3.6924,46.0156,,
213101,5/25/2024,21,3.6924,577.0156,,
213104,5/25/2024,21,3.6924,503.3232,,
213106,5/25/2024,21,3.6924,398.5732,,
213108,5/25/2024,21,3.6924,9.613072,,
213109,5/25/2024,21,3.6924,10.359182,,
213110,5/25/2024,21,3.6924,501.0132,,
213115,5/25/2024,21,3.6924,356.9384,,
213116,5/25/2024,21,3.6924,45.5584,,
213118,5/25/2024,21,3.6924,258.9384,,
213120,5/25/2024,21,3.6924,466.4384,,
213122,5/25/2024,21,3.6924,517.776858,,
213124,5/25/2024,21,3.6924,341.246,,
213127,5/25/2024,21,3.6924,497.13828,,
213130,5/25/2024,21,3.6924,123.512193,,
213135,5/25/2024,21,3.6924,240.4188,,
213137,5/25/2024,21,3.6924,498.9188,,
213141,5/25/2024,21,3.6924,363.4764,,
213144,5/25/2024,21,3.6924,272.784,,
213151,5/25/2024,21,3.6924,363.0916,,
213152,5/25/2024,21,3.6924,474.5916,,
213157,5/25/2024,21,3.6924,231.42224,,
213168,5/25/2024,21,3.6924,282.822,,
213169,5/25/2024,21,3.6924,151.322,,
213171,5/25/2024,21,3.6924,269.322,,
213172,5/25/2024,21,3.6924,253.322,,
213174,5/25/2024,21,3.6924,413.572,,
213178,5/25/2024,21,3.6924,78.9372,,
213180,5/25/2024,21,3.6924,500.9372,,
213181,5/25/2024,21,3.6924,63.1872,,
213183,5/25/2024,21,1.47696,42.497056,,
213184,5/25/2024,21,3.6924,306.925656,,
213185,5/25/2024,21,3.6924,367.9372,,
213187,5/25/2024,21,3.6924,222.78325,,
213188,5/25/2024,21,3.6924,10.793545,,
213189,5/25/2024,21,3.6924,285.7448,,
213190,5/25/2024,21,3.6924,14.662323,,
213191,5/25/2024,21,3.6924,298.7448,,
213192,5/25/2024,21,3.6924,381.9748,,
213197,5/25/2024,21,3.6924,206.8024,,
213198,5/25/2024,21,3.6924,44.55614,,
213199,5/25/2024,21,3.6924,74.59,,
213201,5/25/2024,21,3.6924,82.96,,
213204,5/25/2024,21,3.6924,169.36,,
213210,5/25/2024,21,3.6924,140.696,,
213211,5/25/2024,21,3.6924,11.889316,,
213213,5/25/2024,21,3.6924,166.69,,
213214,5/25/2024,21,3.6924,488.0132,,
213217,5/25/2024,21,3.6924,316.86,,
213218,5/25/2024,21,3.6924,218.61,,
213219,5/25/2024,21,3.6924,553.86,,
213222,5/25/2024,21,3.6924,22.697612,,
213223,5/25/2024,21,3.6924,73.91236,,
213225,5/25/2024,21,3.6924,34.466256,,
213226,5/25/2024,21,3.6924,221.97445,,
213229,5/25/2024,21,3.6924,106.8564,,
213230,5/25/2024,21,3.6924,497.1676,,
213231,5/25/2024,21,3.6924,441.7056,,
213236,5/25/2024,21,3.6924,307.6676,,
213241,5/25/2024,21,3.6924,6.2056,,
213243,5/25/2024,21,3.6924,450.4728,,
213244,5/25/2024,21,3.6924,239.4752,,
213247,5/25/2024,21,3.6924,23.50292,,
213248,5/25/2024,21,3.6924,382.33276,,
213249,5/25/2024,21,3.6924,14.926734,,
213254,5/25/2024,21,3.6924,27.42912,,
213255,5/25/2024,21,3.6924,85.4752,,
213263,5/25/2024,21,3.6924,272.746247,,
213264,5/25/2024,21,3.6924,51.2828,,
213267,5/25/2024,21,3.6924,232.8576,,
213269,5/25/2024,21,3.6924,125.5904,,
213272,5/25/2024,21,3.6924,391.9173,,
213275,5/25/2024,21,3.6924,216.608491,,
213278,5/25/2024,21,3.6924,351.398,,
213279,5/25/2024,21,3.6924,477.398,,
213281,5/25/2024,21,3.6924,57.946,,
213283,5/25/2024,21,3.6924,247.06436,,
213284,5/25/2024,21,3.6924,114.7056,,
213285,5/25/2024,21,3.6924,5.3956,,
213286,5/25/2024,21,3.6924,461.7056,,
213287,5/25/2024,21,3.6924,295.2056,,
213289,5/25/2024,21,3.6924,380.0132,,
213292,5/25/2024,21,3.6924,359.5132,,
213294,5/25/2024,21,3.6924,54.3208,,
213297,5/25/2024,21,3.6924,507.95156,,
213301,5/25/2024,21,3.6924,209.1284,,
213302,5/25/2024,21,3.6924,77.8486,,
213303,5/25/2024,21,3.6924,242.686,,
213305,5/25/2024,21,3.6924,4.904055,,
213306,5/25/2024,21,3.6924,283.436,,
213309,5/25/2024,21,3.6924,465.2436,,
213311,5/25/2024,21,3.6924,15.776829,,
213312,5/25/2024,21,3.6924,427.5512,,
213313,5/25/2024,21,3.6924,365.0512,,
213314,5/25/2024,21,3.6924,13.49734,,
213315,5/25/2024,21,3.6924,7.852071,,
213317,5/25/2024,21,3.6924,457.5512,,
213318,5/25/2024,21,3.6924,14.0512,,
213321,5/25/2024,21,3.6924,14.141611,,
213325,5/25/2024,21,3.6924,24.514091,,
213326,5/25/2024,21,3.6924,32.97804,,
213327,5/25/2024,21,3.6924,207.0096,,
213329,5/25/2024,21,3.6924,443.474,,
213330,5/25/2024,21,3.6924,179.75856,,
213331,5/25/2024,21,3.6924,58.474,,
213332,5/25/2024,21,3.6924,406.724,,
213338,5/25/2024,21,3.6924,187.7816,,
213339,5/25/2024,21,3.6924,406.2816,,
213340,5/25/2024,21,3.6924,66.7816,,
213344,5/25/2024,21,3.6924,4.4392,,
213346,5/25/2024,21,3.6924,235.0968,,
213348,5/25/2024,21,3.6924,239.65832,,
213349,5/25/2024,21,3.6924,487.3968,,
213351,5/25/2024,21,3.6924,473.7044,,
213358,5/25/2024,21,3.6924,419.3196,,
213359,5/25/2024,21,3.6924,163.650273,,
213363,5/25/2024,21,3.6924,151.8196,,
213365,5/25/2024,21,3.6924,150.5696,,
213366,5/25/2024,21,3.6924,408.6272,,
213367,5/25/2024,21,3.6924,53.66263,,
213368,5/25/2024,21,3.6924,456.6272,,
213369,5/25/2024,21,3.6924,39.6272,,
213371,5/25/2024,21,3.6924,106.2448,,
213372,5/25/2024,21,3.6924,276.9348,,
213373,5/25/2024,21,3.6924,233.1848,,
213374,5/25/2024,21,3.6924,45.03,,
213378,5/25/2024,21,3.6924,334.55,,
213379,5/25/2024,21,3.6924,7.6976,,
213386,5/25/2024,21,3.6924,137.1652,,
213388,5/25/2024,21,3.6924,153.717187,,
213392,5/25/2024,21,3.6924,167.7804,,
213393,5/25/2024,21,3.6924,19.2804,,
213394,5/25/2024,21,3.6924,54.2804,,
213395,5/25/2024,21,3.6924,342.7804,,
213397,5/25/2024,21,3.6924,403.2804,,
213399,5/25/2024,21,3.6924,323.088,,
213400,5/25/2024,21,3.6924,34.588,,
213401,5/25/2024,21,3.6924,285.088,,
213402,5/25/2024,21,3.6924,59.088,,
213404,5/25/2024,21,3.6924,97.588,,
213405,5/25/2024,21,3.6924,419.088,,
213406,5/25/2024,21,3.6924,18.030295,,
213407,5/25/2024,21,3.6924,129.21876,,
213408,5/25/2024,21,3.6924,231.088,,
213410,5/25/2024,21,3.6924,244.6456,,
213411,5/25/2024,21,3.6924,348.3956,,
213412,5/25/2024,21,3.6924,296.8956,,
213415,5/25/2024,21,3.6924,16.319455,,
213416,5/25/2024,21,3.6924,102.0464,,
213418,5/25/2024,21,3.6924,147.1964,,
213419,5/25/2024,21,3.6924,194.748062,,
213421,5/25/2024,21,3.6924,110.1188,,
213422,5/25/2024,21,3.6924,69.2768,,
213425,5/25/2024,21,3.6924,27.016857,,
213430,5/25/2024,21,3.6924,349.8956,,
213431,5/25/2024,21,3.6924,114.1456,,
213433,5/25/2024,21,3.6924,35.095679,,
213440,5/25/2024,21,3.6924,145.7032,,
213441,5/25/2024,21,3.6924,432.0108,,
213442,5/25/2024,21,3.6924,209.0108,,
213443,5/25/2024,21,3.6924,216.5108,,
213448,5/25/2024,21,3.6924,407.0108,,
213449,5/25/2024,21,3.6924,211.5108,,
213450,5/25/2024,21,3.6924,151.40308,,
213454,5/25/2024,21,3.6924,44.391703,,
213455,5/25/2024,21,3.6924,241.3184,,
213457,5/25/2024,21,3.6924,267.3184,,
213458,5/25/2024,21,3.6924,37.1984,,
213460,5/25/2024,21,3.6924,22.334036,,
213461,5/25/2024,21,3.6924,428.3184,,
213463,5/25/2024,21,3.6924,347.3184,,
213472,5/25/2024,21,3.6924,69.70819,,
213473,5/25/2024,21,3.6924,19.696,,
213474,5/25/2024,21,3.6924,54.376,,
213476,5/25/2024,21,3.6924,314.4336,,
213477,5/25/2024,21,3.6924,390.9336,,
213479,5/25/2024,21,3.6924,60.1836,,
213481,5/25/2024,21,3.6924,289.9336,,
213482,5/25/2024,21,3.6924,269.2412,,
213483,5/25/2024,21,3.6924,287.2412,,
213484,5/25/2024,21,3.6924,46.918085,,
213489,5/25/2024,21,3.6924,169.67956,,
213490,5/25/2024,21,3.6924,348.67956,,
213491,5/25/2024,21,3.6924,392.42956,,
213492,5/25/2024,21,3.6924,65.32856,,
213493,5/25/2024,21,3.6924,293.67956,,
213495,5/25/2024,21,3.6924,287.3564,,
213496,5/25/2024,21,3.6924,213.8564,,
213498,5/25/2024,21,3.6924,269.8564,,
213499,5/25/2024,21,3.6924,409.8564,,
213501,5/25/2024,21,3.6924,299.8564,,
213503,5/25/2024,21,3.6924,270.164,,
213507,5/25/2024,21,3.6924,25.51748,,
213508,5/25/2024,21,3.6924,193.4716,,
213509,5/25/2024,21,3.6924,132.9716,,
213510,5/25/2024,21,3.6924,402.4716,,
213511,5/25/2024,21,3.6924,108.2816,,
213514,5/25/2024,21,3.6924,366.7792,,
213515,5/25/2024,21,3.6924,296.8368,,
213516,5/25/2024,21,3.6924,140.0868,,
213520,5/25/2024,21,3.6924,294.0868,,
213524,5/25/2024,21,3.6924,133.8944,,
213526,5/25/2024,21,3.6924,234.702,,
213527,5/25/2024,21,3.6924,347.702,,
213528,5/25/2024,21,3.6924,359.24045,,
213531,5/25/2024,21,3.6924,95.3172,,
213532,5/25/2024,21,3.6924,147.8172,,
213533,5/25/2024,21,3.6924,195.8172,,
213534,5/25/2024,21,3.6924,221.8172,,
213535,5/25/2024,21,3.6924,347.3172,,
213536,5/25/2024,21,3.6924,247.3172,,
213542,5/25/2024,21,3.6924,320.9048,,
213543,5/25/2024,21,3.6924,336.6248,,
213544,5/25/2024,21,3.6924,108.1248,,
213545,5/25/2024,21,3.6924,241.6248,,
213546,5/25/2024,21,3.6924,24.681712,,
213550,5/25/2024,21,3.6924,7.42316,,
213551,5/25/2024,21,3.6924,176.10924,,
213553,5/25/2024,21,3.6924,7.2024,,
213558,5/25/2024,21,3.6924,109.2524,,
213559,5/25/2024,21,3.6924,52.570863,,
213560,5/25/2024,21,3.6924,223.24,,
213561,5/25/2024,21,3.6924,281.24,,
213562,5/25/2024,21,3.6924,315.24,,
213565,5/25/2024,21,3.6924,341.24,,
213567,5/25/2024,21,3.6924,44.07064,,
213568,5/25/2024,21,3.6924,337.5476,,
213569,5/25/2024,21,3.6924,80.5476,,
